Type;Author Name;Album Name;Song Name;Analizzata;Recomended;Loreto;Buona;Soft;Vivace;Molto Viv;Camera;Car;Lenta;Country;Strumentale;Classica;Lirica;Live;Discreta;Undefined;Avoid it;Confusionaria;Song Size
Italiani;Vanoni Paoli;Live;La musica è finita;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5424628
Italiani;Vanoni Paoli;Live;Lo specchio;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;7422461
Italiani;Vanoni Paoli;Live;Lontano lontano;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3596293
Italiani;Vanoni Paoli;Live;Musica Musica;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;6303684
Italiani;Vanoni Paoli;Live;Questa notte c'è;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;10065204
Italiani;Vanoni Paoli;Live;Questione di sopravvivenza;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;9279067
Italiani;Vanoni Paoli;Live;Sapore di sale;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;6289552
Italiani;Vanoni Paoli;Live;Senza fine;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5650130
Italiani;Vanoni Paoli;Live;Ti lascio una canzone;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;6026534
Italiani;Vanoni Paoli;Live;Una lunga storia d'amore;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5530653
Italiani;Vanoni Paoli;Live;Una ragione di più;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;6444348
Italiani;Vanoni Paoli;Live;Vivere ancora 1;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5319000
Italiani;Vanoni Paoli;Live;Vivere ancora;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5315351
Italiani;Vanoni Paoli;Live;la voglia lapazzia;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4499526
Italiani;Vecchioni Roberto;Barbapapà;Barbabella, Bella, Bella;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;3192832
Italiani;Vecchioni Roberto;Barbapapà;Barbapapà Rock;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;3665920
Italiani;Vecchioni Roberto;Barbapapà;Chi Ce L'ha Un'idea;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;5144576
Italiani;Vecchioni Roberto;Barbapapà;Com'è Divertente Aiutar Papà;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;2877440
Italiani;Vecchioni Roberto;Barbapapà;Ecco Arrivare I Barbapapà;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;798720
Italiani;Vecchioni Roberto;Barbapapà;La Canzone Di Barbadura;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;3926016
Italiani;Vecchioni Roberto;Barbapapà;La Canzone Di Barbalalà;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;3637248
Italiani;Vecchioni Roberto;Barbapapà;La Canzone Di Barbottina;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;2273280
Italiani;Vecchioni Roberto;Barbapapà;La famiglia di Barbapapa;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;1994230
Italiani;Vecchioni Roberto;Barbapapà;Rosso, Bianco, Verde, Blu;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;4001792
Italiani;Vecchioni Roberto;Bei Tempi;Bei Tempi;x;x;x;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4628480
Italiani;Vecchioni Roberto;Bei Tempi;Fata;A;R;L;B;S;V;_;C;C;_;_;_;_;_;_;_;_;_;_;5570560
Italiani;Vecchioni Roberto;Bei Tempi;Fratel coniglietto;x;x;x;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;2891776
Italiani;Vecchioni Roberto;Bei Tempi;Gaston e Astolfo;x;x;x;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;2297856
Italiani;Vecchioni Roberto;Bei Tempi;La mia ragazza;x;x;x;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4673536
Italiani;Vecchioni Roberto;Bei Tempi;Livingstone;x;x;x;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3043328
Italiani;Vecchioni Roberto;Bei Tempi;Millenovantanove;x;x;x;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;6172672
Italiani;Vecchioni Roberto;Bei Tempi;Piccolo amore;x;x;x;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4435968
Italiani;Vecchioni Roberto;Blumun;Angeli;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;5261312
Italiani;Vecchioni Roberto;Blumun;Blumun (Reprise);x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;835584
Italiani;Vecchioni Roberto;Blumun;Blumun;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;5275648
Italiani;Vecchioni Roberto;Blumun;Euridice;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;4349952
Italiani;Vecchioni Roberto;Blumun;Fammi Vedere Tu;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3307520
Italiani;Vecchioni Roberto;Blumun;Gli Amici Miei;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4739072
Italiani;Vecchioni Roberto;Blumun;Il Mago Della Pioggia;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4726784
Italiani;Vecchioni Roberto;Blumun;Paco;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4648960
Italiani;Vecchioni Roberto;Blumun;Rossana Rossana;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4505600
Italiani;Vecchioni Roberto;Blumun;Saggio de Danza Classica E Modern;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;4435968
Italiani;Vecchioni Roberto;Blumun;Tornando a Casa;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4382720
Italiani;Vecchioni Roberto;Calabuig;A te;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4104192
Italiani;Vecchioni Roberto;Calabuig;Calabuig;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;1171456
Italiani;Vecchioni Roberto;Calabuig;Il capolavoro;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4489216
Italiani;Vecchioni Roberto;Calabuig;Il castello;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;6389760
Italiani;Vecchioni Roberto;Calabuig;L'estraneo;x;x;x;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5652480
Italiani;Vecchioni Roberto;Calabuig;Ninni;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;6066176
Italiani;Vecchioni Roberto;Calabuig;Sette meno uno;x;x;x;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4055040
Italiani;Vecchioni Roberto;Calabuig;Stranamore;x;x;x;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4214784
Italiani;Vecchioni Roberto;Camper;Dentro Gli Occhi;A;R;L;B;_;V;_;_;C;_;_;_;_;_;x;_;_;_;_;4485120
Italiani;Vecchioni Roberto;Camper;Il Capolavoro;x;x;x;B;x;_;_;_;_;_;_;_;_;_;x;_;_;_;_;4640768
Italiani;Vecchioni Roberto;Camper;Il Grande Sogno;x;x;x;B;x;_;_;_;_;_;_;_;_;_;x;_;_;_;_;4190208
Italiani;Vecchioni Roberto;Camper;L'ultimo Spettacolo;x;x;x;B;x;_;_;_;_;_;_;_;_;_;x;_;_;_;_;6144000
Italiani;Vecchioni Roberto;Camper;La Mia Ragazza;x;x;x;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;5283840
Italiani;Vecchioni Roberto;Camper;Luci A San Siro;x;x;x;B;x;_;_;_;_;_;_;_;_;_;x;_;_;_;_;5154816
Italiani;Vecchioni Roberto;Camper;Mi Manchi;x;x;x;B;x;_;_;_;_;_;_;_;_;_;x;_;_;_;_;3946496
Italiani;Vecchioni Roberto;Camper;Milady;x;x;x;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;3952756
Italiani;Vecchioni Roberto;Camper;Montecristo;x;x;x;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;4550656
Italiani;Vecchioni Roberto;Camper;Ninni;x;x;x;B;x;_;_;_;_;_;_;_;_;_;x;_;_;_;_;5545984
Italiani;Vecchioni Roberto;Camper;Per Amore Mio;x;x;x;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;4526080
Italiani;Vecchioni Roberto;Camper;Robinson;x;x;x;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;4098048
Italiani;Vecchioni Roberto;Camper;Samarcanda;x;x;x;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;4491264
Italiani;Vecchioni Roberto;Camper;Signor Giudice;x;x;x;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;3688448
Italiani;Vecchioni Roberto;Camper;Stranamore;x;x;x;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;3862528
Italiani;Vecchioni Roberto;Camper;Tema Del Soldato Eterno E Degli A;x;x;x;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;4313088
Italiani;Vecchioni Roberto;Camper;Tommy;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4231168
Italiani;Vecchioni Roberto;Camper;Velasquez;x;x;x;B;x;_;_;_;_;_;_;_;_;_;x;_;_;_;_;5376000
Italiani;Vecchioni Roberto;Camper;Voglio Una Donna;x;x;x;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;4063232
Italiani;Vecchioni Roberto;Camper;Vorrei;x;x;x;B;x;_;_;_;_;_;_;_;_;_;x;_;_;_;_;4825088
Italiani;Vecchioni Roberto;Canzoni e Cicogne;A.R.;x;_;_;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;3766272
Italiani;Vecchioni Roberto;Canzoni e Cicogne;Alessandro E Il Mare;x;_;_;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;4735090
Italiani;Vecchioni Roberto;Canzoni e Cicogne;Blumun;x;_;_;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;5883904
Italiani;Vecchioni Roberto;Canzoni e Cicogne;Canzone Per Alda Merini;x;_;_;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;6955008
Italiani;Vecchioni Roberto;Canzoni e Cicogne;Canzoni E Cicogne;x;_;_;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;4468736
Italiani;Vecchioni Roberto;Canzoni e Cicogne;Che Dire Di Lei;x;_;_;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;3983360
Italiani;Vecchioni Roberto;Canzoni e Cicogne;Conversazione Con Una Triste Sign;x;_;_;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;5318656
Italiani;Vecchioni Roberto;Canzoni e Cicogne;Dentro Gli Occhi;A;R;L;B;_;V;_;_;C;_;_;_;_;_;x;_;_;_;_;5543936
Italiani;Vecchioni Roberto;Canzoni e Cicogne;El Bandolero Stanco;x;_;_;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;5672960
Italiani;Vecchioni Roberto;Canzoni e Cicogne;Figlia;x;_;_;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;5337088
Italiani;Vecchioni Roberto;Canzoni e Cicogne;Gli Anni;x;_;_;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;3454976
Italiani;Vecchioni Roberto;Canzoni e Cicogne;Il Castello;x;_;_;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;5052416
Italiani;Vecchioni Roberto;Canzoni e Cicogne;L'uomo Che Si Gioca Il Cielo Ai D;x;_;_;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;4362240
Italiani;Vecchioni Roberto;Canzoni e Cicogne;La Leggenda Di Olaf;x;_;_;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;5703680
Italiani;Vecchioni Roberto;Canzoni e Cicogne;La Stazione Di Zima;x;_;_;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;6639616
Italiani;Vecchioni Roberto;Canzoni e Cicogne;Luci A San Siro;x;_;_;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;5824512
Italiani;Vecchioni Roberto;Canzoni e Cicogne;Milady;x;_;_;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;4247552
Italiani;Vecchioni Roberto;Canzoni e Cicogne;Per Amore Mio;x;_;_;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;4825088
Italiani;Vecchioni Roberto;Canzoni e Cicogne;Samarcanda;x;_;_;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;4218900
Italiani;Vecchioni Roberto;Canzoni e Cicogne;Setri Levante;x;_;_;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;4397056
Italiani;Vecchioni Roberto;Canzoni e Cicogne;Sogna Ragazzo Sogna;x;_;_;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;4833308
Italiani;Vecchioni Roberto;Canzoni e Cicogne;Stranamore;x;_;_;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;5394432
Italiani;Vecchioni Roberto;Canzoni e Cicogne;Tommy;x;_;_;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;4888576
Italiani;Vecchioni Roberto;Canzoni e Cicogne;Velasquez;x;_;_;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;4284416
Italiani;Vecchioni Roberto;Canzoni e Cicogne;Vincent;x;_;_;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;5386256
Italiani;Vecchioni Roberto;Canzoni e Cicogne;Vorrei Essere Tua Madre;x;_;_;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;4298752
Italiani;Vecchioni Roberto;El bandolero stanco;Canto Notturno (Di Un Pastore Err;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;5951488
Italiani;Vecchioni Roberto;El bandolero stanco;Celia Della Cernia;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;4724736
Italiani;Vecchioni Roberto;El bandolero stanco;Companeros;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;5177344
Italiani;Vecchioni Roberto;El bandolero stanco;El Bandolero Stanco;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;5281801
Italiani;Vecchioni Roberto;El bandolero stanco;La Corazzata Potemkin;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;x;_;_;_;5240832
Italiani;Vecchioni Roberto;El bandolero stanco;La Gallina Maddalena;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;4659200
Italiani;Vecchioni Roberto;El bandolero stanco;La Stazione Di Zima;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;4540416
Italiani;Vecchioni Roberto;El bandolero stanco;Love Song (Despedida);x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;3528704
Italiani;Vecchioni Roberto;El bandolero stanco;Quest'uomo 5;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;5545984
Italiani;Vecchioni Roberto;El bandolero stanco;ò primm' ammore;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;5275648
Italiani;Vecchioni Roberto;Elisir;Arthur Rimbaud;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;4481024
Italiani;Vecchioni Roberto;Elisir;Canzone per Francesco;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;6131712
Italiani;Vecchioni Roberto;Elisir;Effetto notte;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;1843200
Italiani;Vecchioni Roberto;Elisir;Figlia;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;4370432
Italiani;Vecchioni Roberto;Elisir;Il suonatore stanco;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;4833280
Italiani;Vecchioni Roberto;Elisir;Le belle compagnie;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;1937408
Italiani;Vecchioni Roberto;Elisir;Pagando s'intende;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;3682304
Italiani;Vecchioni Roberto;Elisir;Pani & Pesci;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;4915200
Italiani;Vecchioni Roberto;Elisir;Un uomo navigato;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;4915200
Italiani;Vecchioni Roberto;Elisir;Velasquez;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;7376896
Italiani;Vecchioni Roberto;Hollywood, Hollywood;Casa Dolce Casa;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;3178496
Italiani;Vecchioni Roberto;Hollywood, Hollywood;Fellini 8½;x;M;x;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;2510928
Italiani;Vecchioni Roberto;Hollywood, Hollywood;Hollywood Hollywood (II parte);x;x;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;620544
Italiani;Vecchioni Roberto;Hollywood, Hollywood;Hollywood Hollywood;x;M;x;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3629056
Italiani;Vecchioni Roberto;Hollywood, Hollywood;Morgana;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;2727936
Italiani;Vecchioni Roberto;Hollywood, Hollywood;Parigi;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;4136960
Italiani;Vecchioni Roberto;Hollywood, Hollywood;Ricetta Di Donna;x;x;x;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;1642496
Italiani;Vecchioni Roberto;Hollywood, Hollywood;Sestri Levante;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;2750464
Italiani;Vecchioni Roberto;Il Capolavoro 1984;Blue notte;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;2623301
Italiani;Vecchioni Roberto;Il Capolavoro 1984;Due giornate fiorentin;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;4166888
Italiani;Vecchioni Roberto;Il Capolavoro 1984;Il capolavoro;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;2830717
Italiani;Vecchioni Roberto;Il Capolavoro 1984;Il castello;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;3745000
Italiani;Vecchioni Roberto;Il Capolavoro 1984;Lontano;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;366058
Italiani;Vecchioni Roberto;Il Capolavoro 1984;Lontano_1;x;M;x;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;336016
Italiani;Vecchioni Roberto;Il Capolavoro 1984;Montecristo;x;x;x;B;_;_;_;_;x;_;_;_;_;_;_;_;_;_;x;2962111
Italiani;Vecchioni Roberto;Il Capolavoro 1984;Pani e pesci;x;x;x;B;_;_;_;_;x;_;_;_;_;_;_;_;_;_;_;3063466
Italiani;Vecchioni Roberto;Il Capolavoro 1984;Per un vecchio bambino;A;R;L;B;S;V;_;C;C;_;_;_;_;_;_;_;_;_;_;4712064
Italiani;Vecchioni Roberto;Il Capolavoro 1984;Sette meno uno;x;x;x;B;_;_;_;_;x;_;_;_;_;_;_;_;_;_;_;2745296
Italiani;Vecchioni Roberto;Il Capolavoro 1984;Vaudeville;x;x;x;B;_;_;_;_;x;_;_;_;_;_;_;_;_;_;_;1067709
Italiani;Vecchioni Roberto;Il Capolavoro 1984;Velasquez;x;x;L;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;4513259
Italiani;Vecchioni Roberto;Il Cielo Capovolto;Conversazione Con Una Triste Sign;x;x;x;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;5621785
Italiani;Vecchioni Roberto;Il Cielo Capovolto;Dove;x;x;x;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;4589568
Italiani;Vecchioni Roberto;Il Cielo Capovolto;Hotel Dei Giorni Immobili;x;x;x;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;4259840
Italiani;Vecchioni Roberto;Il Cielo Capovolto;Il Cielo Capovolto;x;x;x;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;5269504
Italiani;Vecchioni Roberto;Il Cielo Capovolto;Il Mio Piccolo Genio;x;x;x;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;4261888
Italiani;Vecchioni Roberto;Il Cielo Capovolto;Il Tuo Culo E Il Tuo Cuore;x;x;x;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4304896
Italiani;Vecchioni Roberto;Il Cielo Capovolto;L'amore Mio;x;x;x;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3885056
Italiani;Vecchioni Roberto;Il Cielo Capovolto;Le Lettere D'amore;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3956736
Italiani;Vecchioni Roberto;Il Cielo Capovolto;Le Mie Ragazze;x;x;x;B;_;_;_;_;x;_;_;_;_;_;_;_;_;_;_;3799040
Italiani;Vecchioni Roberto;Il Cielo Capovolto;Piccoli Stupidi;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;2869248
Italiani;Vecchioni Roberto;Il Contastorie;Alighieri;x;x;x;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;4233216
Italiani;Vecchioni Roberto;Il Contastorie;Blumun;x;x;x;_;_;_;_;_;_;_;_;_;_;_;x;x;_;_;_;5926912
Italiani;Vecchioni Roberto;Il Contastorie;Canto notturno (di un pastore err;x;x;x;_;_;_;_;_;_;_;_;_;_;_;x;x;_;_;_;5146624
Italiani;Vecchioni Roberto;Il Contastorie;Canzone per Sergio;x;x;x;_;_;_;_;_;_;_;_;_;_;_;x;x;_;_;_;5107712
Italiani;Vecchioni Roberto;Il Contastorie;Celia de la Serna;x;x;x;_;_;_;_;_;_;_;_;_;_;_;x;x;_;_;_;4773924
Italiani;Vecchioni Roberto;Il Contastorie;E invece non finisce mai;x;x;x;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;3917824
Italiani;Vecchioni Roberto;Il Contastorie;La bellezza;x;x;x;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;4517888
Italiani;Vecchioni Roberto;Il Contastorie;La stazione di Zima;x;x;x;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;4081664
Italiani;Vecchioni Roberto;Il Contastorie;Le lettere d'amore (Chevalier de;x;x;x;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;4667392
Italiani;Vecchioni Roberto;Il Contastorie;Luci a San Siro;x;x;x;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;7409664
Italiani;Vecchioni Roberto;Il Contastorie;Parabola;x;x;x;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;3926016
Italiani;Vecchioni Roberto;Il Contastorie;Ritratto di signora in raso rosa;x;x;x;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;4939868
Italiani;Vecchioni Roberto;Il Contastorie;Samarcanda;x;x;x;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;3792896
Italiani;Vecchioni Roberto;Il Contastorie;Stagioni nel sole;x;x;x;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;3420160
Italiani;Vecchioni Roberto;Il Contastorie;Vincent;x;x;x;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;4284483
Italiani;Vecchioni Roberto;Il Contastorie;Viola d'inverno;x;x;x;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;4300800
Italiani;Vecchioni Roberto;Il Grande sogno;A. R.;x;x;x;_;_;_;_;_;_;_;_;_;_;_;x;x;_;_;_;2603008
Italiani;Vecchioni Roberto;Il Grande sogno;Calle Mai Più (I);x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;1849344
Italiani;Vecchioni Roberto;Il Grande sogno;Calle Mai Più (II);x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;2039808
Italiani;Vecchioni Roberto;Il Grande sogno;Canzone In Cerca D'autore;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;1161216
Italiani;Vecchioni Roberto;Il Grande sogno;Carnival;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;3584000
Italiani;Vecchioni Roberto;Il Grande sogno;Dentro Agli Occhi;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;2523136
Italiani;Vecchioni Roberto;Il Grande sogno;Il Grande Sogno (II);x;x;x;B;_;_;_;_;x;_;_;_;_;_;x;_;_;_;_;1644544
Italiani;Vecchioni Roberto;Il Grande sogno;Il Grande Sogno;x;x;x;B;_;_;_;_;x;_;_;_;_;_;x;_;_;_;_;3000320
Italiani;Vecchioni Roberto;Il Grande sogno;La Città Senza Donne;x;x;x;B;_;_;_;_;x;_;_;_;_;_;_;_;_;_;_;3049472
Italiani;Vecchioni Roberto;Il Grande sogno;Mi Manchi;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;2582528
Italiani;Vecchioni Roberto;Il Grande sogno;Pagando S'intende;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;2729984
Italiani;Vecchioni Roberto;Il Grande sogno;Ridi Laura;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;3540992
Italiani;Vecchioni Roberto;Il Grande sogno;Samarcanda;x;x;x;B;_;_;_;_;x;_;_;_;_;_;_;_;_;_;_;2510848
Italiani;Vecchioni Roberto;Il Grande sogno;Signor Giudice;x;x;x;B;_;_;_;_;x;_;_;_;_;_;_;_;_;_;_;2287616
Italiani;Vecchioni Roberto;Il Grande sogno;Ulisse E L'America;x;x;x;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;1443840
Italiani;Vecchioni Roberto;Il capolavoro;A R;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4476928
Italiani;Vecchioni Roberto;Il capolavoro;A te;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4079616
Italiani;Vecchioni Roberto;Il capolavoro;Canzone per Laura;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4382720
Italiani;Vecchioni Roberto;Il capolavoro;Figlia;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4333568
Italiani;Vecchioni Roberto;Il capolavoro;Il capolavoro;x;M;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4444160
Italiani;Vecchioni Roberto;Il capolavoro;Pani & pesci;x;M;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4866048
