Type;Author Name;Album Name;Song Name;Analizzata;Recomended;Loreto;Buona;Soft;Vivace;Molto Viv;Camera;Car;Lenta;Country;Strumentale;Classica;Lirica;Live;Discreta;Undefined;Avoid it;Confusionaria;Song Size
Italiani;Bocelli Andrea;Best of;Piscatore e pusillepo;x;_;_;B;_;_;_;_;_;_;_;_;_;x;_;_;_;_;_;4136960
Italiani;Bocelli Andrea;Best of;Rigoletto-la donna è mobile;x;_;_;B;_;_;_;_;_;_;_;_;_;x;_;_;_;_;_;2211840
Italiani;Bocelli Andrea;Best of;Santa lucia lontana;x;_;_;B;_;_;_;_;_;_;_;_;_;x;_;_;_;_;_;4965033
Italiani;Bocelli Andrea;Best of;She prayer (celine dion);x;_;_;B;_;_;_;_;x;_;_;_;_;_;_;_;_;_;_;4321280
Italiani;Bocelli Andrea;Best of;Sleep tight (sarah brightman);x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4354048
Italiani;Bocelli Andrea;Best of;Sogno;x;_;_;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;3899392
Italiani;Bocelli Andrea;Best of;Time to say goodbye (sarah brightman);x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3977216
Italiani;Bocelli Andrea;Best of;Tu ca nun chiagne;x;_;_;B;_;_;_;_;_;_;_;_;_;x;_;_;_;_;_;3467067
Italiani;Bocelli Andrea;Best of;Vivo per lei (Giorgia);x;M;L;B;_;_;_;_;x;_;_;_;_;_;_;_;_;_;_;10645504
Italiani;Bocelli Andrea;Best of;You take my breath away (sarah brightman);x;_;_;B;_;_;_;_;x;_;_;_;_;_;_;_;_;_;_;3387392
Italiani;Branduardi Angelo;Best of;Alla fiera dell'Est;x;x;_;B;_;_;_;_;x;_;_;_;_;_;_;_;_;_;_;5169152
Italiani;Branduardi Angelo;Best of;Ballo In Fa Diesis Minore;x;M;_;B;S;_;_;x;x;_;_;_;_;_;_;_;_;_;_;6643712
Italiani;Branduardi Angelo;Best of;Cogli la prima mela;x;_;_;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;3237608
Italiani;Branduardi Angelo;Best of;Confessioni di un malandrino;x;_;_;B;S;_;_;x;_;_;_;_;_;_;_;_;_;_;_;3534848
Italiani;Branduardi Angelo;Best of;Divina Commedia - Paradiso, Canto XI;x;_;_;B;S;_;_;x;_;_;_;_;_;_;_;_;_;_;_;4519070
Italiani;Branduardi Angelo;Best of;Domenica e lunedi (Live);x;_;_;B;_;_;_;_;x;_;_;_;_;_;x;_;_;_;_;3645440
Italiani;Branduardi Angelo;Best of;Gulliver;x;_;_;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;4011668
Italiani;Branduardi Angelo;Best of;Il Cantico Delle Creature;x;_;_;B;S;_;_;x;_;_;_;_;_;_;_;_;_;_;_;3453692
Italiani;Branduardi Angelo;Best of;Il Dono Del Cervo;x;M;L;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;3114182
Italiani;Branduardi Angelo;Best of;Il Trattato Dei Miracoli;x;_;_;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3876250
Italiani;Branduardi Angelo;Best of;Il vecchio e la farfalla;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;2867200
Italiani;Branduardi Angelo;Best of;La Lepre nella Luna (forse);x;_;_;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;7276556
Italiani;Branduardi Angelo;Best of;La Luna;x;M;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4354048
Italiani;Branduardi Angelo;Best of;La Predica Della Perfetta  Letizia;x;_;_;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4378624
Italiani;Branduardi Angelo;Best of;La Pulce D'acqua;x;M;_;B;_;_;_;_;x;_;_;_;_;_;_;_;_;_;_;3649536
Italiani;Branduardi Angelo;Best of;La Regola;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3379200
Italiani;Branduardi Angelo;Best of;La morte di  Francesco;x;_;_;B;S;_;_;x;_;_;_;_;_;_;_;_;_;_;_;5369856
Italiani;Branduardi Angelo;Best of;La serie dei numeri;x;M;x;B;_;_;_;_;x;_;_;_;_;_;_;_;_;_;_;4288512
Italiani;Branduardi Angelo;Best of;Ninna Nanna;x;_;_;B;S;_;_;x;_;_;_;_;_;_;_;_;_;_;_;7106560
Italiani;Branduardi Angelo;Best of;Piccola canzone dei contrari;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3002368
Italiani;Branduardi Angelo;Best of;Sotto Il Tiglio;x;_;_;B;S;_;_;x;_;_;_;_;_;_;_;_;_;_;_;2789376
Italiani;Branduardi Angelo;Best of;State Buoni Se Potete;x;_;_;B;S;_;_;x;_;_;_;_;_;_;_;_;_;_;_;2962898
Italiani;Branduardi Angelo;Best of;Sultano Di Babilonia E La Prostituta;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3837952
Italiani;Branduardi Angelo;Best of;Vanità di vanità;x;M;L;B;_;_;_;_;x;_;_;_;_;_;_;_;_;_;_;3903488
Italiani;Branduardi Angelo;Platinum Collection;1.o aprile 1965;x;M;_;B;S;_;_;x;_;_;_;_;_;_;_;_;_;_;_;12919598
Italiani;Branduardi Angelo;Platinum Collection;A l'entrada del temps clar;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;6160384
Italiani;Branduardi Angelo;Platinum Collection;Alla fiera dell'est;x;_;L;_;_;_;_;_;_;_;_;_;_;_;x;x;_;_;_;13743314
Italiani;Branduardi Angelo;Platinum Collection;Ballo in fa diesis minore;x;_;_;?;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;6926336
Italiani;Branduardi Angelo;Platinum Collection;Benvenuta, donna mia;x;_;_;?;S;_;_;_;_;_;_;_;_;_;x;_;_;_;_;3962078
Italiani;Branduardi Angelo;Platinum Collection;Calenda maia;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;7024640
Italiani;Branduardi Angelo;Platinum Collection;Cogli la prima mela;x;_;_;?;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;7701686
Italiani;Branduardi Angelo;Platinum Collection;Confessioni di un malandrino;x;_;_;B;S;_;_;x;_;_;_;_;_;_;_;_;_;_;_;12238848
Italiani;Branduardi Angelo;Platinum Collection;Domenica e lunedì;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;9302016
Italiani;Branduardi Angelo;Platinum Collection;Donna mia;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;8450048
Italiani;Branduardi Angelo;Platinum Collection;Fame di sole;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;8032256
Italiani;Branduardi Angelo;Platinum Collection;Forte;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;10674176
Italiani;Branduardi Angelo;Platinum Collection;Fou de love;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;11223040
Italiani;Branduardi Angelo;Platinum Collection;Francesco;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;9064448
Italiani;Branduardi Angelo;Platinum Collection;Gulliver;x;_;_;B;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;9991178
Italiani;Branduardi Angelo;Platinum Collection;Il bambino dei topi;x;_;_;B;S;_;_;x;_;_;_;_;_;_;_;_;_;_;_;10805248
Italiani;Branduardi Angelo;Platinum Collection;Il cantico delle creature;x;M;L;B;S;_;_;x;_;_;_;_;_;_;_;_;_;_;_;8623538
Italiani;Branduardi Angelo;Platinum Collection;Il dito e la luna;x;_;_;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;8327168
Italiani;Branduardi Angelo;Platinum Collection;Il dono del cervo;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;8115110
Italiani;Branduardi Angelo;Platinum Collection;Il giocatore di biliardo;x;_;_;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;9199616
Italiani;Branduardi Angelo;Platinum Collection;Il ladro;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;x;_;_;11232494
Italiani;Branduardi Angelo;Platinum Collection;Il libro;x;_;_;?;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;10645504
Italiani;Branduardi Angelo;Platinum Collection;Il signore di baux;x;_;_;?;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;9498624
Italiani;Branduardi Angelo;Platinum Collection;Il sultano di babilonia e la prostituta;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;10892150
Italiani;Branduardi Angelo;Platinum Collection;Il tempo che verrà;x;_;_;?;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;7852032
Italiani;Branduardi Angelo;Platinum Collection;Il viaggiatore;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;9987002
Italiani;Branduardi Angelo;Platinum Collection;Il violinista di donney;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;8912896
Italiani;Branduardi Angelo;Platinum Collection;Inisfree l'isola sul lago;x;_;_;_;_;_;_;x;_;_;_;_;_;_;_;x;_;_;_;10731520
Italiani;Branduardi Angelo;Platinum Collection;Io canto la ragazza dalla pelle scura;x;_;_;_;S;_;_;x;_;_;_;_;_;_;_;_;x;_;_;8654848
Italiani;Branduardi Angelo;Platinum Collection;L'aprendista stregone;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;11444224
Italiani;Branduardi Angelo;Platinum Collection;La candela e la falena;x;_;_;_;S;_;_;x;_;_;_;_;_;_;_;_;x;_;_;8168354
Italiani;Branduardi Angelo;Platinum Collection;La canzone di aengus, il vagabondo;x;_;_;_;_;_;_;x;_;_;_;_;_;_;_;x;_;_;_;10194944
Italiani;Branduardi Angelo;Platinum Collection;La donna della sera;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;12169216
Italiani;Branduardi Angelo;Platinum Collection;La luna;x;_;_;_;S;_;_;x;_;_;_;_;_;_;_;_;x;_;_;6709248
Italiani;Branduardi Angelo;Platinum Collection;La predica della perfetta letizia;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;10827422
Italiani;Branduardi Angelo;Platinum Collection;La pulce d'acqua;x;_;_;B;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;8232960
Italiani;Branduardi Angelo;Platinum Collection;La ragazza e l'eremità;x;M;L;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;8298496
Italiani;Branduardi Angelo;Platinum Collection;La signora dai capelli neri ed il cacciatore;x;_;_;B;S;_;_;x;_;_;_;_;_;_;_;_;_;_;_;9860678
Italiani;Branduardi Angelo;Platinum Collection;La volpe;x;_;_;B;S;_;_;x;_;_;_;_;_;_;_;_;_;_;_;9785344
Italiani;Branduardi Angelo;Platinum Collection;Laila, laila;x;_;_;B;S;_;_;x;_;_;_;_;_;_;_;_;_;_;_;7770112
Italiani;Branduardi Angelo;Platinum Collection;Lamento di un uomo di neve;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;8339456
Italiani;Branduardi Angelo;Platinum Collection;Lentamente;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;7557120
Italiani;Branduardi Angelo;Platinum Collection;Madame;x;_;_;?;_;_;_;x;_;_;_;_;_;_;_;_;_;_;_;10194944
Italiani;Branduardi Angelo;Platinum Collection;Nel giardino dei salici;x;_;_;B;S;_;_;x;_;_;_;_;_;_;_;_;_;_;_;7143424
Italiani;Branduardi Angelo;Platinum Collection;Nelle paludi di venezia francesco si fermò e tutto tacque;x;_;_;B;_;_;_;x;_;_;_;_;_;_;_;_;_;_;_;9151802
Italiani;Branduardi Angelo;Platinum Collection;Per ogni matematico;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;6254592
Italiani;Branduardi Angelo;Platinum Collection;Re di speranza;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;10690560
Italiani;Branduardi Angelo;Platinum Collection;Scarborough fair;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;7349858
Italiani;Branduardi Angelo;Platinum Collection;Si può fare;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;10444800
Italiani;Branduardi Angelo;Platinum Collection;Sotto il tiglio;x;_;_;B;S;_;_;x;_;_;_;_;_;_;_;_;_;_;_;5902336
Italiani;Branduardi Angelo;Platinum Collection;Tango;x;_;_;?;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;8765440
Italiani;Branduardi Angelo;Platinum Collection;Tanti anni fa;x;_;_;B;_;_;_;x;_;_;_;_;_;_;_;_;_;_;_;6714062
Italiani;Branduardi Angelo;Platinum Collection;Tema di leonetta;x;_;_;?;S;_;_;_;_;_;_;x;_;_;_;_;_;_;_;7032832
Italiani;Branduardi Angelo;Platinum Collection;Vanità di vanità;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;6955008
Italiani;Britti Alex;La Vasca;Come funziona il mondo;x;_;_;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4128768
Italiani;Britti Alex;La Vasca;Dandedendendend;x;_;_;?;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;6537216
Italiani;Britti Alex;La Vasca;Fortuna che non era niente;x;_;_;?;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;6580027
Italiani;Britti Alex;La Vasca;Fuori;x;_;_;?;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;6647808
Italiani;Britti Alex;La Vasca;Il Quadro;x;_;_;?;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;6139904
Italiani;Britti Alex;La Vasca;La vasca;x;_;_;?;_;_;_;_;x;_;_;_;_;_;_;_;_;_;_;6542411
Italiani;Britti Alex;La Vasca;Lucciola;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;6641467
Italiani;Britti Alex;La Vasca;Mamma e Papà;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;6809487
Italiani;Britti Alex;La Vasca;Mi Piaci (bonus track);x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;4198400
Italiani;Britti Alex;La Vasca;Milano;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;7811072
Italiani;Britti Alex;La Vasca;Una donna come tante;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;11579392
Italiani;Britti Alex;La Vasca;Una su un milione;x;_;_;B;_;_;_;_;x;_;_;_;_;_;_;_;_;_;_;4276224
Italiani;Brusco;Best of;Ti penso sempre;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5746688
Italiani;Bubola Massimo;Best of;Andrea;x;M;_;B;S;_;_;_;_;_;_;_;_;_;(x);_;_;_;_;10309996
Italiani;Bubola Massimo;Best of;Bar dei cuori infranti;x;M;_;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3581120
Italiani;Bubola Massimo;Best of;Encantado Signorina;x;M;_;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;8806443
Italiani;Bubola Massimo;Best of;Maria che si consola;x;_;_;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4019388
Italiani;Bubola Massimo;Best of;Titti - (con Fabrizio De Andrè);x;_;_;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4509824
Italiani;Cammariere Sergio;Dalla Pace Del Mare Lontano;Apri la porta;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;4333568
Italiani;Cammariere Sergio;Dalla Pace Del Mare Lontano;Cambiamenti del mondo;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;7950336
Italiani;Cammariere Sergio;Dalla Pace Del Mare Lontano;Cantautore piccolino;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;7847936
Italiani;Cammariere Sergio;Dalla Pace Del Mare Lontano;Canto del vento;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;4870144
Italiani;Cammariere Sergio;Dalla Pace Del Mare Lontano;Dalla Pace Del Mare lontano;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;5652480
Italiani;Cammariere Sergio;Dalla Pace Del Mare Lontano;Il mare;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;5193728
Italiani;Cammariere Sergio;Dalla Pace Del Mare Lontano;Le porte del sogno;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;5718016
Italiani;Cammariere Sergio;Dalla Pace Del Mare Lontano;Paese goal;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;4120576
Italiani;Cammariere Sergio;Dalla Pace Del Mare Lontano;Per ricordarmi di te;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;4244633
Italiani;Cammariere Sergio;Dalla Pace Del Mare Lontano;Sorella mia;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;5183312
Italiani;Cammariere Sergio;Dalla Pace Del Mare Lontano;Tempo perduto;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;5308416
Italiani;Cammariere Sergio;Dalla Pace Del Mare Lontano;Tutto quello che un uomo;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;4961947
Italiani;Cammariere Sergio;Dalla Pace Del Mare Lontano;Via da questo mare;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;5545984
Italiani;Cammariere Sergio;Dalla Pace Del Mare Lontano;Vita d'artista;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;4431872
Italiani;Cammariere Sergio;Sul Sentiero;Capocolonna;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;3051520
Italiani;Cammariere Sergio;Sul Sentiero;Casa Lumiere;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;1693119
Italiani;Cammariere Sergio;Sul Sentiero;Dalla Parte Del Giusto;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;4743168
Italiani;Cammariere Sergio;Sul Sentiero;Ferragosto;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;5539779
Italiani;Cammariere Sergio;Sul Sentiero;L'assetto Dell'airone;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;4789671
Italiani;Cammariere Sergio;Sul Sentiero;La Canzone Dell'impossibile;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;5079915
Italiani;Cammariere Sergio;Sul Sentiero;Libero Nell'aria (Radio Edit);x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;4900616
Italiani;Cammariere Sergio;Sul Sentiero;Libero Nell'aria;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;5907377
Italiani;Cammariere Sergio;Sul Sentiero;Nessuna è Come Te;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;6856704
Italiani;Cammariere Sergio;Sul Sentiero;Niente;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;5328896
Italiani;Cammariere Sergio;Sul Sentiero;Nuova Italia;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;5187095
Italiani;Cammariere Sergio;Sul Sentiero;Oggi;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;6374885
Italiani;Cammariere Sergio;Sul Sentiero;Spiegge Lontane;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;6033408
Italiani;Cammariere Sergio;Sul Sentiero;Sul Sentiero;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;4708093
Italiani;Cammariere Sergio;Sul Sentiero;Viali Di Cristallo;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;7884800
Italiani;Canino Alessandro;Best of;Brutta;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3907584
Italiani;Carboni Luca;Best of;Chicchi Di Grano;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;8015872
Italiani;Carboni Luca;Best of;E' Natale tutti i giorni;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;3892969
Italiani;Carboni Luca;Best of;La mia città;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;4358144
Italiani;Carboni Luca;Best of;Le parole (Festivalbar 2002);x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;10838016
Italiani;Carboni Luca;Best of;Ninna nanna;x;x;x;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3481600
Italiani;Carboni Luca;Best of;Non siamo da soli;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4132864
Italiani;Carboni Luca;Best of;Sarà Un Uomo;x;x;x;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4780032
Italiani;Carboni Luca;Best of;il tempo dell'amore;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;4191808
Italiani;Carboni Luca;Il tempo dell'amore;Ci stiamo sbagliando;x;_;_;B;_;_;_;_;x;_;_;_;_;_;_;_;_;_;_;5104945
Italiani;Carboni Luca;Il tempo dell'amore;Ci vuole un fisico bestiale;x;_;_;?;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;5029888
Italiani;Carboni Luca;Il tempo dell'amore;Colori;x;_;_;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5816320
Italiani;Carboni Luca;Il tempo dell'amore;Farfallina;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;6393856
Italiani;Carboni Luca;Il tempo dell'amore;Fragole buone buone;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;4145152
Italiani;Carboni Luca;Il tempo dell'amore;Il tempo dell'amore;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;5242880
Italiani;Carboni Luca;Il tempo dell'amore;Inno nazionale;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;4743168
Italiani;Carboni Luca;Il tempo dell'amore;La mia ragazza;x;x;_;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5451776
Italiani;Carboni Luca;Il tempo dell'amore;Le ragazze;x;x;_;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5660672
Italiani;Carboni Luca;Il tempo dell'amore;Le storie d'amore;x;x;_;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5664768
Italiani;Carboni Luca;Il tempo dell'amore;Mare mare;x;x;_;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5525504
Italiani;Carboni Luca;Il tempo dell'amore;Ni na na;x;x;_;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4136960
Italiani;Carboni Luca;Il tempo dell'amore;Non è;x;x;_;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4562944
Italiani;Carboni Luca;Il tempo dell'amore;Persone silenziose;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;5349376
Italiani;Carboni Luca;Il tempo dell'amore;Primavera;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;4580406
Italiani;Carboni Luca;Il tempo dell'amore;Sarà un uomo;x;x;_;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5976064
Italiani;Carboni Luca;Il tempo dell'amore;Silvia lo sai;x;x;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5554176
Italiani;Carboni Luca;Il tempo dell'amore;Vieni a vivere con me;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;4702208
Italiani;Carboni Luca;Luca;Autoritratto;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3088384
Italiani;Carboni Luca;Luca;Chiudi gli occhi;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3264512
Italiani;Carboni Luca;Luca;I problemi della gente;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4124672
Italiani;Carboni Luca;Luca;L'amore non lo sa;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4159208
Italiani;Carboni Luca;Luca;La nostra storia;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4677632
Italiani;Carboni Luca;Luca;Le parole;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4412909
Italiani;Carboni Luca;Luca;Mi ami davvero;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4269549
Italiani;Carboni Luca;Luca;Quante cose;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3928064
Italiani;Carboni Luca;Luca;Stellina (dei cantautori);x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3465216
Italiani;Carboni Luca;Luca;Una rosa per te;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3592192
Italiani;Carboni Luca;Luca;Voglia di piangere;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4333568
Italiani;Cavallo Mimmo;Best of;Al convento;x;M;_;B;_;_;_;_;x;_;_;_;_;_;_;_;_;_;_;4497786
Italiani;Cavallo Mimmo;Best of;Anna;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4734477
Italiani;Cavallo Mimmo;Best of;Ninetta;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3392696
Italiani;Cavallo Mimmo;Best of;Notte a Roma;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;5035407
Italiani;Cavallo Mimmo;Best of;Siamo Meridionali;x;M;_;B;_;_;_;_;x;_;_;_;_;_;_;_;_;_;x;4321280
Italiani;Cavallo Mimmo;Best of;uh mamma;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;2514944
Italiani;Celentano Adriano;Best of;Acqua e sale (mina);x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;4554752
Italiani;Celentano Adriano;Best of;Apri il cuore;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5120000
Italiani;Celentano Adriano;Best of;Don't play that song;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;1695744
Italiani;Celentano Adriano;Best of;Gelosia;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4371949
Italiani;Celentano Adriano;Best of;Il tempo se ne va;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3694592
Italiani;Celentano Adriano;Best of;Io sono un uomo libero;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5554176
Italiani;Celentano Adriano;Best of;La storia di serafino;x;x;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3731456
Italiani;Celentano Adriano;Best of;Lago rosso;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;5103616
Italiani;Celentano Adriano;Best of;Preghero;x;M;x;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;2854912
Italiani;Celentano Adriano;Best of;Prisencolinensinaciusol;x;M;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;3781790
