Country;Country 1941-1979;1950-1959;My Special Angel;0;.;.;.;.;.;.;.;.;.;.;x;.;.;.;.;.;.;.;.;bytes 4.317.190
Country;Country 1941-1979;1950-1959;Oh Lonesome Me;0;.;.;.;.;.;.;.;.;.;.;x;.;.;.;.;.;.;.;.;bytes 3.677.457
Country;Country 1941-1979;1950-1959;Send Me The Pillow You Dream On;0;.;.;.;.;.;.;.;.;.;.;x;.;.;.;.;.;.;.;.;bytes 3.615.646
Country;Country 1941-1979;1950-1959;Singing The Blues;0;.;.;.;.;.;.;.;.;.;.;x;.;.;.;.;.;.;.;.;bytes 3.552.069
Country;Country 1941-1979;1950-1959;Sixteen Tons;0;.;.;.;.;.;.;.;.;.;.;x;.;.;.;.;.;.;.;.;bytes 3.810.368
Country;Country 1941-1979;1950-1959;Stonewall Jackson;0;.;.;.;.;.;.;.;.;.;.;x;.;.;.;.;.;.;.;.;bytes 3.016.412
Country;Country 1941-1979;1950-1959;Tennesse Waltz;0;.;.;.;.;.;.;.;.;.;.;x;.;.;.;.;.;.;.;.;bytes 4.437.307
Country;Country 1941-1979;1950-1959;The Three Bells;0;.;.;.;.;.;.;.;.;.;.;x;.;.;.;.;.;.;.;.;bytes 4.145.780
Country;Country 1941-1979;1950-1959;There Stands The Glass;0;.;.;.;.;.;.;.;.;.;.;x;.;.;.;.;.;.;.;.;bytes 3.505.932
Country;Country 1941-1979;1950-1959;Walkin' After Midnight;0;.;.;.;.;.;.;.;.;.;.;x;.;.;.;.;.;.;.;.;bytes 3.772.752
Country;Country 1941-1979;1950-1959;White Lightning;0;.;.;.;.;.;.;.;.;.;.;x;.;.;.;.;.;.;.;.;bytes 4.030.423
Country;Country 1941-1979;1950-1959;You Win Again;0;.;.;.;.;.;.;.;.;.;.;x;.;.;.;.;.;.;.;.;bytes 4.259.883
Country;Country 1941-1979;1950-1959;Young Love;0;.;.;.;.;.;.;.;.;.;.;x;.;.;.;.;.;.;.;.;bytes 3.661.783
Country;Country 1941-1979;1950-1959;Your Cheatin' Heart;0;.;.;.;.;.;.;.;.;.;.;x;.;.;.;.;.;.;.;.;bytes 3.946.670
Italiani;Battiato Franco;Platinum Collection;Alexander platz;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 8.167.424
Italiani;Bocelli Andrea;Best of;Caruso (pavarotti - lucio dalla);0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.087.232
Italiani;De Sio Teresa;Best of;La Ballata del Miché;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 7.835.439
Italiani;Di Bari Nicola;Best of;Amici miei;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 1.283.597
Italiani;Di Bari Nicola;Best of;Chitarra suona;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 1.770.310
Italiani;Di Bari Nicola;Best of;Giramondo;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 1.305.956
Italiani;Di Bari Nicola;Best of;I giorni dell'arcobaleno;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 1.471.051
Italiani;Di Bari Nicola;Best of;Il cuore è uno zingaro;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 1.570.944
Italiani;Di Bari Nicola;Best of;Il mondo è grigio;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 1.300.941
Italiani;Di Bari Nicola;Best of;La prima cosa bella;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 1.522.878
Italiani;Di Bari Nicola;Best of;Paese;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 1.902.802
Italiani;Di Bari Nicola;Best of;Vagabondo;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 1.537.715
Italiani;Guccini Francesco;Quello che non;Aemilia;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.759.552
Italiani;Guccini Francesco;Ritratti;Canzone per il che;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 7.540.736
Italiani;Guccini Francesco;Ritratti;Cristoforo colombo;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 8.425.472
Italiani;Guccini Francesco;Ritratti;Piazza alimonda;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 8.474.624
Italiani;Moro Fabrizio;Best of;21 Anni;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.788.352
Italiani;Moro Fabrizio;Best of;Barabba;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.805.239
Italiani;Moro Fabrizio;Best of;Basta;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.378.638
Italiani;Moro Fabrizio;Best of;Devi salvarti;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.371.409
Italiani;Moro Fabrizio;Best of;Eppure Pretendevi Di Essere Chiamata Amore;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.478.440
Italiani;Moro Fabrizio;Best of;Il Peggio e' Passato;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.608.618
Italiani;Moro Fabrizio;Best of;La complicità;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.155.983
Italiani;Moro Fabrizio;Best of;L'inizio;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.137.664
Italiani;Moro Fabrizio;Best of;Melodia Di Giugno;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 9.014.806
Italiani;Moro Fabrizio;Best of;Parole rumori e giorni;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 8.323.072
Italiani;Moro Fabrizio;Best of;Sangue Nelle Vene;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 8.943.616
Italiani;Moro Fabrizio;Best of;Seduto a guardare;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 8.208.805
Italiani;Morricone Ennio;Best of;Ciribiribin;-1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;bytes 3.661.824
Italiani;Morricone Ennio;Best of;Da uomo a uomo;4;.;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.231.744
Italiani;Morricone Ennio;Best of;Giù la testa;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.448.256
Italiani;Morricone Ennio;Best of;God with us;4;.;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.288.512
Italiani;Morricone Ennio;Best of;Il mio nome è nessuno;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.080.192
Italiani;Morricone Ennio;Best of;La vita è molto dura, vero provvidenza;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.464.640
Italiani;Morricone Ennio;Best of;Metello;4;.;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 2.629.632
Italiani;Morricone Ennio;Best of;Mosé;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.973.120
Italiani;Morricone Ennio;Best of;Novecento;4;.;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.985.408
Italiani;Morricone Ennio;Best of;Per un pugno di dollari (titoli);0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 2.875.392
Italiani;Morricone Ennio;Best of;Sacco e Vanzetti;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 8.237.056
Italiani;Morricone Ennio;Best of;Scetate;4;.;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.804.608
Italiani;Papetti Fausto;Best of;Giochi proibiti;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.788.800
Popolari;Alpini;Canti Militari;Canti Militari - Alpini - Fischia il Vento;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.218.762
Popolari;Alpini;Canti Militari;Canti Militari - Alpini - Il Silenzio;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.999.744
Popolari;Alpini;Canti Militari;Canti Militari - Alpini - Inno degli alpini (fanfara vocale) Trentatre';0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.228.618
Popolari;Alpini;Canti Militari;Canti Militari - Alpini - La leggenda del Piave;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 1.706.142
Popolari;Alpini;Canti Militari;Canti Militari - Alpini - La Montanara (Coro SAT);0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.518.464
Popolari;Alpini;Canti Militari;Canti Militari - Alpini - La mula de Parenzo;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.170.305
Popolari;Alpini;Canti Militari;Canti Militari - Alpini - Monte Canino;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.434.755
Popolari;Alpini;Canti Militari;Canti Militari - Alpini - Quel mazzolin di fiori;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 2.478.960
Popolari;Alpini;Canti Militari;Canti Militari - Alpini - Sul Cappello che noi portiamo;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 2.756.023
Popolari;Alpini;Canti Militari;Canti Militari - Bersaglieri - Alza bandiera;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 2.084.580
Popolari;Alpini;Canti Militari;Canti Militari - Bersaglieri - Fanfara - Flic Floc;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 596.256
Popolari;Alpini;Canti Militari;Canti Militari - Bersaglieri - Fanfara - Il Silenzio Fuori Ordinanza;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 1.677.399
Popolari;Alpini;Canti Militari;Canti Militari - Bersaglieri - Fanfara dei Bersaglieri;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 2.368.201
Popolari;Alpini;Canti Militari;Canti Militari - Inno al San Marco degli anni 30;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 2.069.861
Popolari;Alpini;Canti Militari;Canti Militari - Inno dei Lagunari;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 2.255.366
Popolari;Alpini;Canti Militari;Canti Militari - Inno dei Sommergibilisti;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 1.693.446
Popolari;Alpini;Canti Militari;Canti Militari - Inno della Decima Mas;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 2.249.629
Popolari;Alpini;Canti Militari;Canti Militari - Inno Nazionale Italiano;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 1.117.641
Popolari;Alpini;Canti Partigiani;Canti Partigiani - Bandiera Rossa;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 2.839.614
Popolari;Alpini;Canti Partigiani;Canti Partigiani - Bella Ciao;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 2.027.520
Popolari;Alpini;Canti Partigiani;Canti Partigiani - Fischia Il Vento;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.398.426
Popolari;Alpini;Canti Partigiani;Canti Partigiani - Inno degli alpini;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 2.153.794
Popolari;Alpini;Canti Partigiani;Canti Partigiani - La Brigata Garibaldi;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 2.074.624
Popolari;Alpini;Canti Partigiani;Canti Partigiani - L'internazionale;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 2.707.776
Popolari;Alpini;Canti Partigiani;Canti Partigiani - Oh partigiano;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 1.101.824
Popolari;Alpini;Canti Partigiani;Canti Partigiani - Partigiani fratelli maggiori;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 1.925.666
Popolari;Alpini;Canti Partigiani;Canti Partigiani - Stalingrado;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 8.816.722
Stranieri;Bee Gees;The Best of;05 i don't know how to love him;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.185.704
Stranieri;Bee Gees;The Best of;06-If I Can't Have You;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 7.006.208
Stranieri;Bee Gees;The Best of;90The Bee Gees - He's A Liar;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.950.358
Stranieri;Bee Gees;The Best of;Alive;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.942.870
Stranieri;Bee Gees;The Best of;Andy Gibb &The Bee Gees - (Our Love) Don't Throw It All Away;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.000.564
Stranieri;Bee Gees;The Best of;Charade;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.076.299
Stranieri;Bee Gees;The Best of;Country Woman;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 2.626.575
Stranieri;Bee Gees;The Best of;Don't Wanna Live Inside Myself;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.273.975
Stranieri;Bee Gees;The Best of;Elisa;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 2.735.212
Stranieri;Bee Gees;The Best of;I.O.I.O.;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 2.882.757
Stranieri;Bee Gees;The Best of;If I Can't Have You;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.293.550
Stranieri;Bee Gees;The Best of;It Doesn't Matter Much To Me;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.325.174
Stranieri;Bee Gees;The Best of;King And Country;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.161.487
Stranieri;Bee Gees;The Best of;Lonely Days;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.664.742
Stranieri;Bee Gees;The Best of;Morning Of My Life;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.784.467
Stranieri;Bee Gees;The Best of;Mr. Natural;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.686.419
Stranieri;Bee Gees;The Best of;My World;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.201.435
Stranieri;Bee Gees;The Best of;On Time;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 2.955.063
Stranieri;Bee Gees;The Best of;Run To Me;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.007.043
Stranieri;Bee Gees;The Best of;Saw A New Morning;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.079.380
Stranieri;Bee Gees;The Best of;Throw A Penny;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.657.219
Stranieri;Bee Gees;The Best of;Wouldn't I Be Someone;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.498.790
Stranieri;Bob Dylan;The Ultimate Best Of;Silvio;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 8.079.958
Stranieri;Bob Dylan;The Ultimate Best Of;Simple Twist Of Fate;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 10.960.742
Stranieri;Bob Dylan;The Ultimate Best Of;Solid Rock;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 10.114.627
Stranieri;Bob Dylan;The Ultimate Best Of;Someday Baby;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 12.464.350
Stranieri;Bob Dylan;The Ultimate Best Of;Song To Woody;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 7.085.215
Stranieri;Bob Dylan;The Ultimate Best Of;Stuck Inside Of Mobile With The Memphis Blues Again;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 17.627.388
Stranieri;Bob Dylan;The Ultimate Best Of;Subterranean Homesick Blues;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 6.187.648
Stranieri;Bob Dylan;The Ultimate Best Of;Tambourine Man;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 13.743.305
Stranieri;Bob Dylan;The Ultimate Best Of;Tangled Up In Blue;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 14.298.146
Stranieri;Bob Dylan;The Ultimate Best Of;Temporary Like Achilles;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 12.708.008
Stranieri;Bob Dylan;The Ultimate Best Of;The Eskimo [The Mighty Quinn];0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 6.194.962
Stranieri;Bob Dylan;The Ultimate Best Of;The Groom's Still Waiting At The Altar;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 10.404.856
Stranieri;Bob Dylan;The Ultimate Best Of;The Hurricane;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 21.182.978
Stranieri;Bob Dylan;The Ultimate Best Of;The Times They Are A Changin;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 8.347.452
Stranieri;Bob Dylan;The Ultimate Best Of;The Times They Are A Changin';0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 8.337.256
Stranieri;Bob Dylan;The Ultimate Best Of;Things Have Changed;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 12.990.978
Stranieri;Bob Dylan;The Ultimate Best Of;Time Passes Slowly;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 6.851.411
Stranieri;Bob Dylan;The Ultimate Best Of;To Ramona;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 9.980.880
Stranieri;Bob Dylan;The Ultimate Best Of;Tombstone Blues;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 14.877.272
Stranieri;Bob Dylan;The Ultimate Best Of;Under The Red Sky;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 10.620.105
Stranieri;Bob Dylan;The Ultimate Best Of;Up To Me;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 15.731.999
Stranieri;Bob Dylan;The Ultimate Best Of;Visions Of Johanna;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 18.729.755
Stranieri;Bob Dylan;The Ultimate Best Of;When The Deal Goes Down;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 12.660.791
Stranieri;Bob Dylan;The Ultimate Best Of;You Ain't Goin' Nowhere;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 7.184.481
Stranieri;Bob Dylan;The Ultimate Best Of;You Angel You;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 7.550.448
Stranieri;Bob Dylan;The Ultimate Best Of;You're A Big Girl Now;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 11.634.701
Stranieri;Bob Dylan;The Ultimate Best Of;You're Going To Make Me Lonesome When You Go;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 7.624.383
Stranieri;Bob Dylan;The Ultimate Best Of;You're Gonna Quit Me;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 7.320.317
Stranieri;Cindy Lauper;BestOf;Time after time;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.961.801
Stranieri;Cindy Lauper;BestOf;True Colours;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.698.905
