Type;AuthorName;AlbumName;SongName;Punteggio;Analizzata;Recomended;Loreto;Buona;Soft;Vivace;MoltoViv;Camera;Car;Lenta;Country;Strumentale;Classica;Lirica;Live;Discreta;Undefined;Avoidit;Confusionaria;SongSize
Italiani;Martini Mia;1977 - Per Amarti;Sentimento;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1977 - Per Amarti;Shadow dance;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1977 - Per Amarti;Un uomo per me (Somebody to love);768;x;x;L;B;.;.;.;.;x;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1979 - Danza;Buonanotte dolce notte;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1979 - Danza;Buonanotte dolce notte (ripresa);;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1979 - Danza;Canto alla luna;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1979 - Danza;C'è un uomo nel mare;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1979 - Danza;Ci si muove;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1979 - Danza;Danza;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1979 - Danza;Di tanto amore;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1979 - Danza;E parlo ancora di te;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1979 - Danza;La costruzione di un amore;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1979 - Danza;La luce sull'insegna della sera;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1979 - Danza;Vola;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1981 - Mimi;Ancora grande;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1981 - Mimi;Del mio amore;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1981 - Mimi;E ancora canto;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1981 - Mimi;Il viaggio;256;x;.;.;B;.;.;.;.;x;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1981 - Mimi;Nanneò;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;x;.;0
Italiani;Martini Mia;1981 - Mimi;Parlate di me;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;x;x;0
Italiani;Martini Mia;1981 - Mimi;Senza te;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1981 - Mimi;Sono tornata;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;x;.;0
Italiani;Martini Mia;1981 - Mimi;Stai con me;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;x;.;0
Italiani;Martini Mia;1981 - Mimi;Ti regalo un sorriso;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;x;x;0
Italiani;Martini Mia;1982 - Quante Volte Ho Contato le Stelle;Bambolina;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;x;x;0
Italiani;Martini Mia;1982 - Quante Volte Ho Contato le Stelle;Guarirò guarirò;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;x;x;0
Italiani;Martini Mia;1982 - Quante Volte Ho Contato le Stelle;Io Appartengo A Te;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;x;x;0
Italiani;Martini Mia;1982 - Quante Volte Ho Contato le Stelle;L'equilibrista;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;x;x;0
Italiani;Martini Mia;1982 - Quante Volte Ho Contato le Stelle;Nuova gente;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;x;x;0
Italiani;Martini Mia;1982 - Quante Volte Ho Contato le Stelle;Quante volte;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;x;x;0
Italiani;Martini Mia;1982 - Quante Volte Ho Contato le Stelle;Solo noi;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;x;x;0
Italiani;Martini Mia;1982 - Quante Volte Ho Contato le Stelle;Stelle;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;x;x;0
Italiani;Martini Mia;1982 - Quante Volte Ho Contato le Stelle;Vecchio Sole Di Pietra;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;x;x;0
Italiani;Martini Mia;1983 - Miei Compagni di Viaggio;Alice;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;0
Italiani;Martini Mia;1983 - Miei Compagni di Viaggio;Ed ora dico sul serio (live);;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;0
Italiani;Martini Mia;1983 - Miei Compagni di Viaggio;Guilty;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;0
Italiani;Martini Mia;1983 - Miei Compagni di Viaggio;Il pescatore;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;0
Italiani;Martini Mia;1983 - Miei Compagni di Viaggio;Imagine (Live);;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;0
Italiani;Martini Mia;1983 - Miei Compagni di Viaggio;Le ali della mente (live);;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;0
Italiani;Martini Mia;1983 - Miei Compagni di Viaggio;Rotativa (Live);;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;0
Italiani;Martini Mia;1983 - Miei Compagni di Viaggio;Signora;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;0
Italiani;Martini Mia;1983 - Miei Compagni di Viaggio;Suzanne;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;0
Italiani;Martini Mia;1983 - Miei Compagni di Viaggio;Taxi giallo;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;0
Italiani;Martini Mia;1983 - Miei Compagni di Viaggio;Un giorno dopo l'altro (live);;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;0
Italiani;Martini Mia;1983 - Miei Compagni di Viaggio;Valsinha;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;0
Italiani;Martini Mia;1983 - Miei Compagni di Viaggio;Vedrai vedrai;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;0
Italiani;Martini Mia;1983 - Miei Compagni di Viaggio;Wuthering heights (Cime tempestose);;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;0
Italiani;Martini Mia;1984 - Il Meglio di Mia Martini;Amanti;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;0
Italiani;Martini Mia;1984 - Il Meglio di Mia Martini;E non finisce mica il cielo;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;x;.;0
Italiani;Martini Mia;1984 - Il Meglio di Mia Martini;Gesù caro fratello;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;0
Italiani;Martini Mia;1984 - Il Meglio di Mia Martini;Minuetto;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1984 - Il Meglio di Mia Martini;Padre davvero;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;0
Italiani;Martini Mia;1984 - Il Meglio di Mia Martini;Piccolo uomo;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1984 - Il Meglio di Mia Martini;Quante volte;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1984 - Il Meglio di Mia Martini;Stelle;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1984 - Il Meglio di Mia Martini;Ti regalo un sorriso;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1984 - Il Meglio di Mia Martini;Valsinha;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1989 - Martini Mia;Agapimu;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1989 - Martini Mia;Almeno tu nell'universo;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1989 - Martini Mia;Amori;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1989 - Martini Mia;Donna;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1989 - Martini Mia;Formalita;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1989 - Martini Mia;Il colore tuo;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1989 - Martini Mia;Notturno;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1989 - Martini Mia;Spegni la testa;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1989 - Martini Mia;Statte vicino a me;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1989 - Martini Mia;Strade che non si inventeranno mai da sole;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1990 - La Mia Razza;Cercando il sole;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1990 - La Mia Razza;Chica chica bum;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1990 - La Mia Razza;Danza pagana;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1990 - La Mia Razza;Domani più su;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1990 - La Mia Razza;Io e la musica;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1990 - La Mia Razza;La mia razza;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;x;x;.;.;.;0
Italiani;Martini Mia;1990 - La Mia Razza;La nevicata del 56;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1990 - La Mia Razza;La sola verità;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1990 - La Mia Razza;Stringi di più;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1990 - La Mia Razza;Un altro atlantico;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1990 - La Mia Razza;Va a Marechiaro (live);;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1991 - Mi Basta Solo Che Sia Un Amore;Almeno tu nell'universo;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1991 - Mi Basta Solo Che Sia Un Amore;Amanti;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1991 - Mi Basta Solo Che Sia Un Amore;Che vuoi che sia se t'ho aspettato tanto;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1991 - Mi Basta Solo Che Sia Un Amore;Del mio amore;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1991 - Mi Basta Solo Che Sia Un Amore;E non finisce mica il cielo;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1991 - Mi Basta Solo Che Sia Un Amore;La costruzione di un amore;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1991 - Mi Basta Solo Che Sia Un Amore;Oltre la collina;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1991 - Mi Basta Solo Che Sia Un Amore;Per amarti;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1991 - Mi Basta Solo Che Sia Un Amore;Quante volte;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1991 - Mi Basta Solo Che Sia Un Amore;Scrupoli;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1991 - Mi Basta Solo Che Sia Un Amore;Se mi  sfiori;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1991 - Mi Basta Solo Che Sia Un Amore;Spaccami il cuore;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1991 - Mi Basta Solo Che Sia Un Amore;Un altro atlantico;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1991 - Mi Basta Solo Che Sia Un Amore;Vedrai vedrai;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1991 - Mi Basta Solo Che Sia Un Amore;Vola;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1992 - Rapsodia;Almeno tu nell'universo;;x;.;.;B;.;.;.;.;.;.;.;.;.;.;x;.;.;.;.;0
Italiani;Martini Mia;1992 - Rapsodia;Cu mme;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1992 - Rapsodia;Donna sola;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1992 - Rapsodia;E non finisce mica il cielo;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;x;x;.;.;.;0
Italiani;Martini Mia;1992 - Rapsodia;Inno;256;x;.;.;B;.;.;.;.;x;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1992 - Rapsodia;La costruzione di un amore;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1992 - Rapsodia;La nevicata del 56;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1992 - Rapsodia;Minuetto;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1992 - Rapsodia;Piccolo uomo;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1992 - Rapsodia;Rapsodia;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1992 - Rapsodia;Scrupoli;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1992 - Rapsodia;Stelle;;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;0
Italiani;Martini Mia;1994 - La Musica Che Mi Gira Intorno;Diamante;;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;0
Italiani;Martini Mia;1994 - La Musica Che Mi Gira Intorno;Dillo Alla Luna;;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;0
Italiani;Martini Mia;1994 - La Musica Che Mi Gira Intorno;Fiume Sand Creek;;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;0
Italiani;Martini Mia;1994 - La Musica Che Mi Gira Intorno;Hotel Supramonte;;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;0
Italiani;Martini Mia;1994 - La Musica Che Mi Gira Intorno;I treni a vapore;;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;0
Italiani;Martini Mia;1994 - La Musica Che Mi Gira Intorno;La canzone popolare;;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;0
Italiani;Martini Mia;1994 - La Musica Che Mi Gira Intorno;La musica che gira intorno;;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;0
Italiani;Martini Mia;1994 - La Musica Che Mi Gira Intorno;Mimì sarà;;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;0
Italiani;Martini Mia;1994 - La Musica Che Mi Gira Intorno;Piccolo uomo;;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;0
Italiani;Martini Mia;1994 - La Musica Che Mi Gira Intorno;Stella di mare;;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;0
Italiani;Martini Mia;1994 - La Musica Che Mi Gira Intorno;Tutto sbagliato Baby;;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;0
Italiani;Martini Mia;1994 - La Musica Che Mi Gira Intorno;Viva l'amore;;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;0
Italiani;Martini Mia;1996 - Indimenticabile Mia;Almeno tu nell'universo;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Indimenticabile Mia;Cercando il sole;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Indimenticabile Mia;Col tempo imparerò;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Indimenticabile Mia;Donna;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Indimenticabile Mia;Io e la musica;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Indimenticabile Mia;La mia razza;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Indimenticabile Mia;La nevicata del 56;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Indimenticabile Mia;La sola verità;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Indimenticabile Mia;Notturno;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Indimenticabile Mia;S.O.S. verso il blù;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Indimenticabile Mia;Scrupoli;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Indimenticabile Mia;Spegni la testa;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Le origini;Amanti;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Le origini;Amore... Amore... Un Corno;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Le origini;Bolero;768;x;M;x;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Le origini;Credo;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Le origini;Donna Sola;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Le origini;Gesù Caro Fratello;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Le origini;La Vergine Ed Il Mare;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Le origini;Lacrime Di Marzo;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Le origini;Ma Quale Amore;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Le origini;Madre;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Le origini;Minuetto;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Le origini;Neve Bianca;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Le origini;Non Sarà Tardi;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Le origini;Ossessioni;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Le origini;Padre Davvero;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Le origini;Piccolo Uomo;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Le origini;Picnic (Your Song);256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Le origini;Prigioniero (Stop I Don't Wanna Hear It Any;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Le origini;Quattro Settimane;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Le origini;Signora;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Le origini;Testamento;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Le origini;The Lion Sleeps Tonight;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Le origini;Tu Che Sei Sempre Tu;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Le origini;Valsinha;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mia Martini;Almeno tu nell'universo;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mia Martini;Diamante;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mia Martini;Dillo Alla Luna;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mia Martini;Donna;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mia Martini;E non finisce mica il cielo;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mia Martini;Fiume Sand Creek;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mia Martini;Gli uomini non cambiano;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mia Martini;I treni a vapore;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mia Martini;La canzone popolare;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mia Martini;La musica che gira intorno;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mia Martini;Mimì sarà;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mia Martini;Piccolo uomo;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mia Martini;Stella di mare;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mia Martini;Tutto sbagliato Baby;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mimi Berté;Come puoi farlo tu;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mimi Berté;Desafinado;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mimi Berté;Ed ora che abbiamo litigato;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mimi Berté;Evviva il surf;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mimi Berté;I miei baci non puoi scordare;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mimi Berté;Il magone;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mimi Berté;Insieme;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mimi Berté;La prima ragazza;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mimi Berté;Let me tell you;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mimi Berté;Lontani dal resto del mondo;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mimi Berté;Mi dicono;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mimi Berté;Non pentirti dopo;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mimi Berté;Ombrello blu;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mimi Berté;Samba d'una nota;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
Italiani;Martini Mia;1996 - Mimi Berté;Se mi gira l'elica;256;x;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0
